Localidade,GEOCODIGO,temp1,temp2,2007,2016,Aumento (%)
Queimadas,2512507,"5,0","210,0",5,210,3416.666667
Quixabá,2512606,"4,0","20,0",4,20,320
Remígio,2512705,"1,0","30,0",1,30,1450
Pedro Régis,2512721,"10,0","29,0",10,29,172.7272727
Riachão,2512747,"3,0","5,0",3,5,50
Riachão do Bacamarte,2512754,"0,0","20,0",0,20,2000
Riachão do Poço,2512762,"0,0","32,0",0,32,3200
Riacho de Santo Antônio,2512788,"1,0","10,0",1,10,450
Riacho dos Cavalos,2512804,"1,0","33,0",1,33,1600
Rio Tinto,2512903,"7,0","68,0",7,68,762.5
Salgadinho,2513000,"0,0","7,0",0,7,700
Salgado de São Félix,2513109,"2,0","36,0",2,36,1133.333333
Santa Cecília,2513158,"6,0","16,0",6,16,142.8571429
Santa Cruz,2513208,"2,0","26,0",2,26,800
Santa Helena,2513307,"58,0","36,0",58,36,-37.28813559
Santa Inês,2513356,"3,0","4,0",3,4,25
Santa Luzia,2513406,"8,0","117,0",8,117,1211.111111
Santana de Mangueira,2513505,"0,0","4,0",0,4,400
Santana dos Garrotes,2513604,"3,0","5,0",3,5,50
Joca Claudino,2513653,"5,0","20,0",5,20,250
Santa Rita,2513703,"214,0","774,0",214,774,260.4651163
Santa Teresinha,2513802,"2,0","26,0",2,26,800
Santo André,2513851,"2,0","9,0",2,9,233.3333333
São Bento,2513901,"10,0","116,0",10,116,963.6363636
São Bentinho,2513927,"10,0","29,0",10,29,172.7272727
São Domingos do Cariri,2513943,"0,0","5,0",0,5,500
São Domingos,2513968,"3,0","9,0",3,9,150
São Francisco,2513984,"0,0","13,0",0,13,1300
São João do Cariri,2514008,"3,0","23,0",3,23,500
São João do Tigre,2514107,"2,0","4,0",2,4,66.66666667
São José da Lagoa Tapada,2514206,"1,0","6,0",1,6,250
São José de Caiana,2514305,"0,0","16,0",0,16,1600
São José de Espinharas,2514404,"2,0","18,0",2,18,533.3333333
São José dos Ramos,2514453,"6,0","21,0",6,21,214.2857143
São José de Piranhas,2514503,"168,0","70,0",168,70,-57.98816568
São José de Princesa,2514552,"7,0","15,0",7,15,100
São José do Bonfim,2514602,"2,0","9,0",2,9,233.3333333
São José do Brejo do Cruz,2514651,"0,0","10,0",0,10,1000
São José do Sabugi,2514701,"2,0","36,0",2,36,1133.333333
São José dos Cordeiros,2514800,"0,0","16,0",0,16,1600
São Mamede,2514909,"50,0","109,0",50,109,115.6862745
São Miguel de Taipu,2515005,"0,0","25,0",0,25,2500
São Sebastião de Lagoa de Roça,2515104,"2,0","61,0",2,61,1966.666667
São Sebastião do Umbuzeiro,2515203,"8,0","17,0",8,17,100
Sapé,2515302,"81,0","307,0",81,307,275.6097561
São Vicente do Seridó,2515401,"1,0","24,0",1,24,1150
Serra Branca,2515500,"0,0","22,0",0,22,2200
Serra da Raiz,2515609,"4,0","9,0",4,9,100
Serra Grande,2515708,"10,0","16,0",10,16,54.54545455
Serra Redonda,2515807,"8,0","5,0",8,5,-33.33333333
Serraria,2515906,"0,0","13,0",0,13,1300
Sertãozinho,2515930,"11,0","52,0",11,52,341.6666667
Sobrado,2515971,"8,0","32,0",8,32,266.6666667
Solânea,2516003,"40,0","40,0",40,40,0
Soledade,2516102,"2,0","40,0",2,40,1266.666667
Sossêgo,2516151,"0,0","34,0",0,34,3400
Sousa,2516201,"60,0","300,0",60,300,393.442623
Sumé,2516300,"8,0","61,0",8,61,588.8888889
Tacima,2516409,"6,0","12,0",6,12,85.71428571
Taperoá,2516508,"41,0","73,0",41,73,76.19047619
Tavares,2516607,"1,0","42,0",1,42,2050
Teixeira,2516706,"19,0","73,0",19,73,270
Tenório,2516755,"0,0","6,0",0,6,600
Triunfo,2516805,"8,0","19,0",8,19,122.2222222
Uiraúna,2516904,"12,0","35,0",12,35,176.9230769
Umbuzeiro,2517001,"23,0","19,0",23,19,-16.66666667
Várzea,2517100,"19,0","34,0",19,34,75
Vieirópolis,2517209,"19,0","5,0",19,5,-70
Zabelê,2517407,"1,0","12,0",1,12,550
Abreu e Lima,2600054,"6,0","369,0",6,369,5185.714286
Afogados da Ingazeira,2600104,"69,0","137,0",69,137,97.14285714
Afrânio,2600203,"4,0","74,0",4,74,1400
Agrestina,2600302,"17,0","213,0",17,213,1088.888889
Água Preta,2600401,"2,0","44,0",2,44,1400
Águas Belas,2600500,"10,0","180,0",10,180,1545.454545
Alagoinha,2600609,"7,0","102,0",7,102,1187.5
Aliança,2600708,"31,0","56,0",31,56,78.125
Altinho,2600807,"59,0","124,0",59,124,108.3333333
Amaraji,2600906,"2,0","84,0",2,84,2733.333333
Angelim,2601003,"1,0","68,0",1,68,3350
Araçoiaba,2601052,"2,0","138,0",2,138,4533.333333
Araripina,2601102,"104,0","269,0",104,269,157.1428571
Arcoverde,2601201,"47,0","242,0",47,242,406.25
Barra de Guabiraba,2601300,"9,0","44,0",9,44,350
Barreiros,2601409,"54,0","264,0",54,264,381.8181818
Belém de Maria,2601508,"1,0","17,0",1,17,800
Belém de São Francisco,2601607,"23,0","89,0",23,89,275
Belo Jardim,2601706,"25,0","219,0",25,219,746.1538462
Betânia,2601805,"56,0","38,0",56,38,-31.57894737
Bezerros,2601904,"128,0","263,0",128,263,104.6511628
Bodocó,2602001,"29,0","30,0",29,30,3.333333333
Bom Conselho,2602100,"32,0","247,0",32,247,651.5151515
Bom Jardim,2602209,"17,0","87,0",17,87,388.8888889
Bonito,2602308,"1,0","134,0",1,134,6650
Brejão,2602407,"3,0","71,0",3,71,1700
Brejinho,2602506,"6,0","31,0",6,31,357.1428571
Brejo da Madre de Deus,2602605,"3,0","49,0",3,49,1150
Buenos Aires,2602704,"0,0","18,0",0,18,1800
Buíque,2602803,"31,0","118,0",31,118,271.875
Cabo de Santo Agostinho,2602902,"48,0","778,0",48,778,1489.795918
Cabrobó,2603009,"31,0","156,0",31,156,390.625
Cachoeirinha,2603108,"7,0","34,0",7,34,337.5
Caetés,2603207,"1,0","123,0",1,123,6100
Calçado,2603306,"4,0","33,0",4,33,580
Calumbi,2603405,"0,0","4,0",0,4,400
Camaragibe,2603454,"183,0","357,0",183,357,94.56521739
Camocim de São Félix,2603504,"5,0","79,0",5,79,1233.333333
Camutanga,2603603,"12,0","40,0",12,40,215.3846154
Canhotinho,2603702,"36,0","100,0",36,100,172.972973
Capoeiras,2603801,"3,0","69,0",3,69,1650
Carnaíba,2603900,"18,0","55,0",18,55,194.7368421
Carnaubeira da Penha,2603926,"3,0","27,0",3,27,600
Carpina,2604007,"19,0","119,0",19,119,500
Caruaru,2604106,"226,0","679,0",226,679,199.5594714
Casinhas,2604155,"16,0","84,0",16,84,400
Catende,2604205,"5,0","76,0",5,76,1183.333333
Cedro,2604304,"25,0","41,0",25,41,61.53846154
Chã de Alegria,2604403,"1,0","38,0",1,38,1850
Chã Grande,2604502,"7,0","49,0",7,49,525
Condado,2604601,"13,0","117,0",13,117,742.8571429
Correntes,2604700,"1,0","58,0",1,58,2850
Cortês,2604809,"2,0","31,0",2,31,966.6666667
Cumaru,2604908,"7,0","55,0",7,55,600
Cupira,2605004,"5,0","61,0",5,61,933.3333333
Custódia,2605103,"22,0","100,0",22,100,339.1304348
Dormentes,2605152,"12,0","83,0",12,83,546.1538462
Escada,2605202,"10,0","308,0",10,308,2709.090909
Exu,2605301,"4,0","78,0",4,78,1480
Feira Nova,2605400,"8,0","51,0",8,51,477.7777778
Fernando de Noronha,2605459,"3,0","8,0",3,8,125
Ferreiros,2605509,"3,0","31,0",3,31,700
Flores,2605608,"22,0","40,0",22,40,78.26086957
Floresta,2605707,"68,0","132,0",68,132,92.75362319
Frei Miguelinho,2605806,"18,0","28,0",18,28,52.63157895
Gameleira,2605905,"8,0","63,0",8,63,611.1111111
Garanhuns,2606002,"118,0","632,0",118,632,431.9327731
Glória do Goitá,2606101,"9,0","87,0",9,87,780
Goiana,2606200,"61,0","244,0",61,244,295.1612903
Granito,2606309,"36,0","23,0",36,23,-35.13513514
Gravatá,2606408,"22,0","275,0",22,275,1100
Iati,2606507,"10,0","47,0",10,47,336.3636364
Ibimirim,2606606,"5,0","105,0",5,105,1666.666667
Ibirajuba,2606705,"0,0","15,0",0,15,1500
Igarassu,2606804,"24,0","467,0",24,467,1772
Iguaraci,2606903,"13,0","74,0",13,74,435.7142857
Inajá,2607000,"5,0","102,0",5,102,1616.666667
Ingazeira,2607109,"1,0","13,0",1,13,600
Ipojuca,2607208,"256,0","282,0",256,282,10.11673152
Ipubi,2607307,"7,0","34,0",7,34,337.5
Itacuruba,2607406,"21,0","21,0",21,21,0
Itaíba,2607505,"9,0","48,0",9,48,390
Ilha de Itamaracá,2607604,"92,0","268,0",92,268,189.2473118
Itambé,2607653,"5,0","89,0",5,89,1400
Itapetim,2607703,"0,0","51,0",0,51,5100
Itapissuma,2607752,"13,0","16,0",13,16,21.42857143
Itaquitinga,2607802,"5,0","23,0",5,23,300
Jaboatão dos Guararapes,2607901,"45,0","1302,0",45,1302,2732.608696
Jaqueira,2607950,"6,0","92,0",6,92,1228.571429
Jataúba,2608008,"3,0","258,0",3,258,6375
Jatobá,2608057,"35,0","94,0",35,94,163.8888889
João Alfredo,2608107,"19,0","129,0",19,129,550
Joaquim Nabuco,2608206,"1,0","26,0",1,26,1250
Jucati,2608255,"7,0","89,0",7,89,1025
Jupi,2608305,"1,0","61,0",1,61,3000
Jurema,2608404,"7,0","63,0",7,63,700
Lagoa do Carro,2608453,"0,0","25,0",0,25,2500
Lagoa do Itaenga,2608503,"19,0","45,0",19,45,130
Lagoa do Ouro,2608602,"5,0","38,0",5,38,550
Lagoa dos Gatos,2608701,"5,0","29,0",5,29,400
Lagoa Grande,2608750,"9,0","89,0",9,89,800
Lajedo,2608800,"10,0","51,0",10,51,372.7272727
Limoeiro,2608909,"86,0","311,0",86,311,258.6206897
Macaparana,2609006,"1,0","25,0",1,25,1200
Machados,2609105,"15,0","32,0",15,32,106.25
Manari,2609154,"3,0","26,0",3,26,575
Maraial,2609204,"2,0","28,0",2,28,866.6666667
Mirandiba,2609303,"7,0","58,0",7,58,637.5
Moreno,2609402,"9,0","114,0",9,114,1050
Nazaré da Mata,2609501,"8,0","94,0",8,94,955.5555556
Olinda,2609600,"151,0","1017,0",151,1017,569.7368421
Orobó,2609709,"51,0","116,0",51,116,125
Orocó,2609808,"13,0","61,0",13,61,342.8571429
Ouricuri,2609907,"17,0","138,0",17,138,672.2222222
Palmares,2610004,"41,0","187,0",41,187,347.6190476
Palmeirina,2610103,"5,0","32,0",5,32,450
Panelas,2610202,"6,0","136,0",6,136,1857.142857
Paranatama,2610301,"226,0","14,0",226,14,-93.39207048
Parnamirim,2610400,"14,0","45,0",14,45,206.6666667
Passira,2610509,"41,0","68,0",41,68,64.28571429
Paudalho,2610608,"27,0","253,0",27,253,807.1428571
Paulista,2610707,"95,0","437,0",95,437,356.25
Pedra,2610806,"11,0","42,0",11,42,258.3333333
Pesqueira,2610905,"39,0","302,0",39,302,657.5
Petrolândia,2611002,"29,0","168,0",29,168,463.3333333
Petrolina,2611101,"313,0","1235,0",313,1235,293.6305732
Poção,2611200,"9,0","23,0",9,23,140
Pombos,2611309,"12,0","79,0",12,79,515.3846154
Primavera,2611408,"4,0","28,0",4,28,480
Quipapá,2611507,"0,0","49,0",0,49,4900
Quixaba,2611533,"1,0","28,0",1,28,1350
Recife,2611606,"1815,0","5104,0",1815,5104,181.1123348
Riacho das Almas,2611705,"8,0","87,0",8,87,877.7777778
Ribeirão,2611804,"23,0","113,0",23,113,375
Rio Formoso,2611903,"17,0","76,0",17,76,327.7777778
Sairé,2612000,"1,0","21,0",1,21,1000
Salgadinho,2612109,"1,0","8,0",1,8,350
Salgueiro,2612208,"49,0","198,0",49,198,298
Saloá,2612307,"0,0","62,0",0,62,6200
Sanharó,2612406,"8,0","47,0",8,47,433.3333333
Santa Cruz,2612455,"21,0","58,0",21,58,168.1818182
Santa Cruz da Baixa Verde,2612471,"1,0","44,0",1,44,2150
Santa Cruz do Capibaribe,2612505,"34,0","236,0",34,236,577.1428571
Santa Filomena,2612554,"1,0","50,0",1,50,2450
Santa Maria da Boa Vista,2612604,"6,0","99,0",6,99,1328.571429
Santa Maria do Cambucá,2612703,"6,0","17,0",6,17,157.1428571
Santa Terezinha,2612802,"7,0","28,0",7,28,262.5
São Benedito do Sul,2612901,"0,0","71,0",0,71,7100
São Bento do Una,2613008,"41,0","232,0",41,232,454.7619048
São Caitano,2613107,"20,0","84,0",20,84,304.7619048
São João,2613206,"18,0","147,0",18,147,678.9473684
São Joaquim do Monte,2613305,"3,0","70,0",3,70,1675
São José da Coroa Grande,2613404,"10,0","40,0",10,40,272.7272727
São José do Belmonte,2613503,"9,0","49,0",9,49,400
São José do Egito,2613602,"15,0","103,0",15,103,550
São Lourenço da Mata,2613701,"35,0","128,0",35,128,258.3333333
São Vicente Ferrer,2613800,"5,0","37,0",5,37,533.3333333
Serra Talhada,2613909,"56,0","166,0",56,166,192.9824561
Serrita,2614006,"11,0","41,0",11,41,250
Sertânia,2614105,"35,0","131,0",35,131,266.6666667
Sirinhaém,2614204,"22,0","68,0",22,68,200
Moreilândia,2614303,"84,0","54,0",84,54,-35.29411765
Solidão,2614402,"1,0","42,0",1,42,2050
Surubim,2614501,"39,0","166,0",39,166,317.5
Tabira,2614600,"38,0","105,0",38,105,171.7948718
Tacaimbó,2614709,"1,0","14,0",1,14,650
Tacaratu,2614808,"64,0","204,0",64,204,215.3846154
Tamandaré,2614857,"3,0","327,0",3,327,8100
Taquaritinga do Norte,2615003,"13,0","104,0",13,104,650
Terezinha,2615102,"2,0","26,0",2,26,800
Terra Nova,2615201,"5,0","23,0",5,23,300
Timbaúba,2615300,"27,0","191,0",27,191,585.7142857
Toritama,2615409,"2,0","38,0",2,38,1200
Tracunhaém,2615508,"2,0","23,0",2,23,700
Trindade,2615607,"37,0","78,0",37,78,107.8947368
Triunfo,2615706,"18,0","51,0",18,51,173.6842105
Tupanatinga,2615805,"12,0","49,0",12,49,284.6153846
Tuparetama,2615904,"1,0","31,0",1,31,1500
Venturosa,2616001,"34,0","64,0",34,64,85.71428571
Verdejante,2616100,"17,0","22,0",17,22,27.77777778
Vertente do Lério,2616183,"1,0","21,0",1,21,1000
Vertentes,2616209,"0,0","78,0",0,78,7800
Vicência,2616308,"8,0","155,0",8,155,1633.333333
Vitória de Santo Antão,2616407,"32,0","300,0",32,300,812.1212121
Xexéu,2616506,"1,0","71,0",1,71,3500
Água Branca,2700102,"36,0","193,0",36,193,424.3243243
Anadia,2700201,"1,0","135,0",1,135,6700
Arapiraca,2700300,"123,0","920,0",123,920,642.7419355
Atalaia,2700409,"19,0","145,0",19,145,630
Barra de Santo Antônio,2700508,"20,0","106,0",20,106,409.5238095
Barra de São Miguel,2700607,"19,0","75,0",19,75,280
Batalha,2700706,"11,0","86,0",11,86,625
Belém,2700805,"0,0","69,0",0,69,6900
Belo Monte,2700904,"0,0","52,0",0,52,5200
Boca da Mata,2701001,"9,0","108,0",9,108,990
Branquinha,2701100,"0,0","129,0",0,129,12900
Cacimbinhas,2701209,"8,0","78,0",8,78,777.7777778
Cajueiro,2701308,"0,0","62,0",0,62,6200
Campestre,2701357,"91,0","5,0",91,5,-93.47826087
Campo Alegre,2701407,"52,0","155,0",52,155,194.3396226
Campo Grande,2701506,"4,0","3,0",4,3,-20
Canapi,2701605,"25,0","84,0",25,84,226.9230769
Capela,2701704,"34,0","159,0",34,159,357.1428571
Carneiros,2701803,"30,0","84,0",30,84,174.1935484
Chã Preta,2701902,"4,0","15,0",4,15,220
Coité do Nóia,2702009,"14,0","44,0",14,44,200
Colônia Leopoldina,2702108,"21,0","70,0",21,70,222.7272727
Coqueiro Seco,2702207,"0,0","19,0",0,19,1900
Coruripe,2702306,"128,0","314,0",128,314,144.1860465
Craíbas,2702355,"0,0","98,0",0,98,9800
Delmiro Gouveia,2702405,"56,0","166,0",56,166,192.9824561
Dois Riachos,2702504,"59,0","1,0",59,1,-96.66666667
Estrela de Alagoas,2702553,"18,0","90,0",18,90,378.9473684
Feira Grande,2702603,"29,0","112,0",29,112,276.6666667
Feliz Deserto,2702702,"0,0","6,0",0,6,600
Flexeiras,2702801,"10,0","48,0",10,48,345.4545455
Girau do Ponciano,2702900,"165,0","167,0",165,167,1.204819277
Ibateguara,2703007,"0,0","41,0",0,41,4100
Igaci,2703106,"2,0","88,0",2,88,2866.666667
Igreja Nova,2703205,"78,0","194,0",78,194,146.835443
Inhapi,2703304,"2,0","84,0",2,84,2733.333333
Jacaré dos Homens,2703403,"3,0","15,0",3,15,300
Jacuípe,2703502,"1,0","12,0",1,12,550
Japaratinga,2703601,"83,0","13,0",83,13,-83.33333333
Jaramataia,2703700,"80,0","63,0",80,63,-20.98765432
Jequiá da Praia,2703759,"4,0","68,0",4,68,1280
Joaquim Gomes,2703809,"30,0","110,0",30,110,258.0645161
Jundiá,2703908,"0,0","19,0",0,19,1900
Junqueiro,2704005,"24,0","291,0",24,291,1068
Lagoa da Canoa,2704104,"20,0","88,0",20,88,323.8095238
Limoeiro de Anadia,2704203,"1,0","215,0",1,215,10700
Maceió,2704302,"775,0","4765,0",775,4765,514.1752577
Major Isidoro,2704401,"40,0","171,0",40,171,319.5121951
Maragogi,2704500,"5,0","50,0",5,50,750
Maravilha,2704609,"23,0","64,0",23,64,170.8333333
Marechal Deodoro,2704708,"4,0","200,0",4,200,3920
Maribondo,2704807,"9,0","27,0",9,27,180
Mar Vermelho,2704906,"1,0","4,0",1,4,150
Mata Grande,2705002,"1,0","269,0",1,269,13400
Matriz de Camaragibe,2705101,"4,0","166,0",4,166,3240
Messias,2705200,"14,0","156,0",14,156,946.6666667
Minador do Negrão,2705309,"6,0","30,0",6,30,342.8571429
Monteirópolis,2705408,"32,0","47,0",32,47,45.45454545
Murici,2705507,"13,0","97,0",13,97,600
Novo Lino,2705606,"12,0","31,0",12,31,146.1538462
Olho d'Água das Flores,2705705,"5,0","93,0",5,93,1466.666667
Olho d'Água do Casado,2705804,"2,0","32,0",2,32,1000
Olho d'Água Grande,2705903,"1,0","30,0",1,30,1450
Olivença,2706000,"17,0","107,0",17,107,500
Ouro Branco,2706109,"21,0","60,0",21,60,177.2727273
Palestina,2706208,"3,0","54,0",3,54,1275
Palmeira dos Índios,2706307,"107,0","498,0",107,498,362.037037
Pão de Açúcar,2706406,"11,0","63,0",11,63,433.3333333
Pariconha,2706422,"5,0","142,0",5,142,2283.333333
Paripueira,2706448,"5,0","51,0",5,51,766.6666667
Passo de Camaragibe,2706505,"5,0","82,0",5,82,1283.333333
Paulo Jacinto,2706604,"50,0","63,0",50,63,25.49019608
Penedo,2706703,"100,0","188,0",100,188,87.12871287
Piaçabuçu,2706802,"5,0","91,0",5,91,1433.333333
Pilar,2706901,"7,0","158,0",7,158,1887.5
Pindoba,2707008,"2,0","2,0",2,2,0
Piranhas,2707107,"22,0","234,0",22,234,921.7391304
Poço das Trincheiras,2707206,"4,0","112,0",4,112,2160
Porto Calvo,2707305,"1,0","86,0",1,86,4250
Porto de Pedras,2707404,"11,0","43,0",11,43,266.6666667
Porto Real do Colégio,2707503,"0,0","21,0",0,21,2100
Quebrangulo,2707602,"42,0","160,0",42,160,274.4186047
Rio Largo,2707701,"22,0","331,0",22,331,1343.478261
Roteiro,2707800,"10,0","51,0",10,51,372.7272727
Santa Luzia do Norte,2707909,"2,0","49,0",2,49,1566.666667
Santana do Ipanema,2708006,"61,0","223,0",61,223,261.2903226
Santana do Mundaú,2708105,"0,0","40,0",0,40,4000
São Brás,2708204,"1,0","7,0",1,7,300
São José da Laje,2708303,"18,0","76,0",18,76,305.2631579
São José da Tapera,2708402,"9,0","208,0",9,208,1990
São Luís do Quitunde,2708501,"9,0","146,0",9,146,1370
São Miguel dos Campos,2708600,"204,0","279,0",204,279,36.58536585
São Miguel dos Milagres,2708709,"2,0","8,0",2,8,200
São Sebastião,2708808,"4,0","359,0",4,359,7100
Satuba,2708907,"20,0","127,0",20,127,509.5238095
Senador Rui Palmeira,2708956,"49,0","84,0",49,84,70
Tanque d'Arca,2709004,"2,0","73,0",2,73,2366.666667
Taquarana,2709103,"11,0","164,0",11,164,1275
Teotônio Vilela,2709152,"80,0","447,0",80,447,453.0864198
Traipu,2709202,"3,0","47,0",3,47,1100
União dos Palmares,2709301,"12,0","582,0",12,582,4384.615385
Viçosa,2709400,"1,0","115,0",1,115,5700
Amparo de São Francisco,2800100,"0,0","10,0",0,10,1000
Aquidabã,2800209,"2,0","37,0",2,37,1166.666667
Aracaju,2800308,"252,0","1551,0",252,1551,513.4387352
Arauá,2800407,"21,0","28,0",21,28,31.81818182
Areia Branca,2800506,"10,0","73,0",10,73,572.7272727
Barra dos Coqueiros,2800605,"17,0","90,0",17,90,405.5555556
Boquim,2800670,"117,0","152,0",117,152,29.66101695
Brejo Grande,2800704,"1,0","21,0",1,21,1000
Campo do Brito,2801009,"19,0","39,0",19,39,100
Canhoba,2801108,"2,0","26,0",2,26,800
Canindé de São Francisco,2801207,"27,0","219,0",27,219,685.7142857
Capela,2801306,"26,0","159,0",26,159,492.5925926
Carira,2801405,"19,0","78,0",19,78,295
Carmópolis,2801504,"3,0","78,0",3,78,1875
Cedro de São João,2801603,"1,0","13,0",1,13,600
Cristinápolis,2801702,"5,0","60,0",5,60,916.6666667
Cumbe,2801900,"6,0","10,0",6,10,57.14285714
Divina Pastora,2802007,"23,0","27,0",23,27,16.66666667
Estância,2802106,"48,0","368,0",48,368,653.0612245
Feira Nova,2802205,"4,0","45,0",4,45,820
Frei Paulo,2802304,"23,0","46,0",23,46,95.83333333
Gararu,2802403,"2,0","25,0",2,25,766.6666667
General Maynard,2802502,"6,0","14,0",6,14,114.2857143
Gracho Cardoso,2802601,"0,0","15,0",0,15,1500
Ilha das Flores,2802700,"1,0","21,0",1,21,1000
Indiaroba,2802809,"57,0","48,0",57,48,-15.51724138
Itabaiana,2802908,"56,0","154,0",56,154,171.9298246
Itabaianinha,2803005,"57,0","256,0",57,256,343.1034483
Itabi,2803104,"2,0","18,0",2,18,533.3333333
Itaporanga d'Ajuda,2803203,"42,0","131,0",42,131,206.9767442
Japaratuba,2803302,"7,0","40,0",7,40,412.5
Japoatã,2803401,"9,0","35,0",9,35,260
Lagarto,2803500,"59,0","406,0",59,406,578.3333333
Laranjeiras,2803609,"2,0","54,0",2,54,1733.333333
Macambira,2803708,"6,0","31,0",6,31,357.1428571
Malhada dos Bois,2803807,"4,0","12,0",4,12,160
Malhador,2803906,"12,0","21,0",12,21,69.23076923
Maruim,2804003,"0,0","20,0",0,20,2000
Moita Bonita,2804102,"6,0","46,0",6,46,571.4285714
Monte Alegre de Sergipe,2804201,"0,0","35,0",0,35,3500
Muribeca,2804300,"0,0","49,0",0,49,4900
Neópolis,2804409,"1,0","78,0",1,78,3850
Nossa Senhora Aparecida,2804458,"6,0","22,0",6,22,228.5714286
Nossa Senhora da Glória,2804508,"6,0","113,0",6,113,1528.571429
Nossa Senhora das Dores,2804607,"6,0","77,0",6,77,1014.285714
Nossa Senhora de Lourdes,2804706,"8,0","30,0",8,30,244.4444444
Nossa Senhora do Socorro,2804805,"26,0","399,0",26,399,1381.481481
Pacatuba,2804904,"0,0","57,0",0,57,5700
Pedra Mole,2805000,"4,0","13,0",4,13,180
Pedrinhas,2805109,"17,0","90,0",17,90,405.5555556
Pinhão,2805208,"4,0","35,0",4,35,620
Pirambu,2805307,"4,0","38,0",4,38,680
Poço Redondo,2805406,"2,0","64,0",2,64,2066.666667
Poço Verde,2805505,"55,0","168,0",55,168,201.7857143
Porto da Folha,2805604,"4,0","80,0",4,80,1520
Propriá,2805703,"73,0","147,0",73,147,100
Riachão do Dantas,2805802,"2,0","37,0",2,37,1166.666667
Riachuelo,2805901,"1,0","40,0",1,40,1950
Ribeirópolis,2806008,"13,0","55,0",13,55,300
Rosário do Catete,2806107,"10,0","47,0",10,47,336.3636364
Salgado,2806206,"5,0","67,0",5,67,1033.333333
Santa Luzia do Itanhy,2806305,"19,0","72,0",19,72,265
Santana do São Francisco,2806404,"4,0","27,0",4,27,460
Santa Rosa de Lima,2806503,"6,0","29,0",6,29,328.5714286
Santo Amaro das Brotas,2806602,"8,0","37,0",8,37,322.2222222
São Cristóvão,2806701,"33,0","232,0",33,232,585.2941176
